Date,Open,High,Low,Close,Adj Close,Volume
2011-02-03,74.0199966430664,74.55999755859375,73.9000015258789,74.29000091552734,53.75604248046875,4063600
2011-02-04,74.45999908447266,74.5999984741211,73.5999984741211,74.33999633789062,53.79220962524414,2959000
2011-02-07,74.25,74.44000244140625,73.55000305175781,74.25,53.72710037231445,4781300
2011-02-08,74.11000061035156,74.58000183105469,73.83999633789062,74.47000122070312,53.886287689208984,2959400
2011-02-09,74.19000244140625,74.58000183105469,73.45999908447266,74.58000183105469,53.96588897705078,3056400
2011-02-10,73.69000244140625,75.0,73.55999755859375,74.7699966430664,54.48326873779297,5216900
2011-02-11,74.6500015258789,75.62999725341797,74.38999938964844,75.31999969482422,54.88402557373047,4248300
2011-02-14,75.0999984741211,75.31999969482422,74.58999633789062,74.80000305175781,54.50510025024414,3273900
2011-02-15,74.77999877929688,75.19000244140625,74.19000244140625,74.80000305175781,54.50510025024414,3874900
2011-02-16,74.86000061035156,75.80000305175781,74.86000061035156,75.66000366210938,55.13177490234375,4256300
2011-02-17,75.33000183105469,76.38999938964844,75.16999816894531,76.33000183105469,55.6199951171875,3835700
2011-02-18,76.47000122070312,77.0,76.08999633789062,76.47000122070312,55.721981048583984,5038700
2011-02-22,75.58000183105469,75.87000274658203,74.30999755859375,74.61000061035156,54.36666488647461,5887000
2011-02-23,74.75,75.30000305175781,72.83000183105469,73.47000122070312,53.535980224609375,7181200
2011-02-24,73.2300033569336,74.16999816894531,73.0199966430664,73.68000030517578,53.68898391723633,5193800
2011-02-25,73.9800033569336,74.05000305175781,73.30000305175781,73.45999908447266,53.528690338134766,3729300
2011-02-28,73.77999877929688,74.37999725341797,73.45999908447266,73.80000305175781,53.776424407958984,3680100
2011-03-01,73.76000213623047,73.94999694824219,71.95999908447266,72.3499984741211,52.71984100341797,6660100
2011-03-02,72.1500015258789,72.9000015258789,71.2699966430664,72.2699966430664,52.66155242919922,6457400
2011-03-03,72.75,73.72000122070312,72.52999877929688,73.45999908447266,53.528690338134766,3913700
2011-03-04,73.55999755859375,73.6500015258789,71.62999725341797,72.44000244140625,52.78544616699219,4913300
2011-03-07,72.66999816894531,72.94000244140625,71.27999877929688,71.80000305175781,52.319068908691406,3597400
2011-03-08,72.16999816894531,73.27999877929688,71.87000274658203,72.81999969482422,53.06233215332031,3889800
2011-03-09,72.47000122070312,73.54000091552734,72.02999877929688,73.25,53.375675201416016,4058300
2011-03-10,72.36000061035156,73.7699966430664,72.25,73.11000061035156,53.27363204956055,4873500
2011-03-11,73.0,74.5199966430664,73.0,74.08999633789062,53.98774719238281,4736900
2011-03-14,73.33999633789062,73.61000061035156,72.30000305175781,73.19000244140625,53.33193588256836,4789700
2011-03-15,71.9000015258789,72.27999877929688,71.43000030517578,71.80999755859375,52.32636642456055,5519100
2011-03-16,71.76000213623047,71.77999877929688,70.20999908447266,70.37999725341797,51.28434371948242,7607300
2011-03-17,72.61000061035156,72.80000305175781,71.16000366210938,71.61000061035156,52.180625915527344,8259800
2011-03-18,72.58000183105469,72.5999984741211,71.27999877929688,71.5999984741211,52.173343658447266,5949600
2011-03-21,72.56999969482422,73.4000015258789,72.33999633789062,72.83999633789062,53.07691192626953,3825300
2011-03-22,72.79000091552734,72.91999816894531,71.8499984741211,72.05000305175781,52.50125503540039,3932800
2011-03-23,71.66000366210938,71.91000366210938,71.33999633789062,71.62000274658203,52.18791198730469,4445500
2011-03-24,71.80999755859375,72.13999938964844,71.5999984741211,72.0999984741211,52.53767013549805,3982600
2011-03-25,72.13999938964844,72.58999633789062,71.98999786376953,72.04000091552734,52.49395751953125,3459600
2011-03-28,72.26000213623047,74.05999755859375,72.26000213623047,73.5199966430664,53.57240295410156,4499600
2011-03-29,73.29000091552734,73.9000015258789,73.08999633789062,73.8499984741211,53.8128662109375,2472600
2011-03-30,74.16000366210938,74.9000015258789,73.94999694824219,74.5,54.28650665283203,3960700
2011-03-31,74.36000061035156,74.94999694824219,74.23999786376953,74.31999969482422,54.15534210205078,3307900
2011-04-01,74.98999786376953,75.13999938964844,74.27999877929688,74.4800033569336,54.27192687988281,3620300
2011-04-04,74.58999633789062,74.8499984741211,74.4000015258789,74.73999786376953,54.46138381958008,2306900
2011-04-05,74.43000030517578,74.87999725341797,74.06999969482422,74.1500015258789,54.031463623046875,2842400
2011-04-06,74.30000305175781,74.61000061035156,73.94999694824219,74.47000122070312,54.2646369934082,2703900
2011-04-07,74.23999786376953,74.41000366210938,73.69000244140625,74.0,53.92216491699219,2652000
2011-04-08,74.11000061035156,74.12999725341797,72.83999633789062,73.25,53.375675201416016,4208900
2011-04-11,73.12999725341797,73.30000305175781,72.55000305175781,73.20999908447266,53.34651565551758,3487800
2011-04-12,72.76000213623047,73.8499984741211,72.76000213623047,73.2300033569336,53.36107635498047,3184300
2011-04-13,73.45999908447266,73.5199966430664,72.31999969482422,72.61000061035156,52.90931701660156,3639300
2011-04-14,72.29000091552734,72.97000122070312,72.12000274658203,72.41000366210938,52.76356506347656,3412500
2011-04-15,72.5999984741211,72.95999908447266,72.3499984741211,72.70999908447266,52.9821662902832,3606700
2011-04-18,71.80999755859375,72.04000091552734,71.4800033569336,71.91999816894531,52.40650177001953,3448700
2011-04-19,71.8499984741211,72.1500015258789,71.69000244140625,71.9800033569336,52.45023727416992,2705300
2011-04-20,72.75,73.41999816894531,72.38999938964844,72.70999908447266,52.9821662902832,3003300
2011-04-21,72.9800033569336,73.5,72.77999877929688,73.16999816894531,53.317352294921875,2613600
2011-04-25,73.08000183105469,74.08999633789062,72.81999969482422,73.63999938964844,53.65984344482422,3831100
2011-04-26,74.91999816894531,75.0,74.04000091552734,74.30000305175781,54.14077377319336,4294800
2011-04-27,74.63999938964844,74.6500015258789,73.68000030517578,74.2699966430664,54.118892669677734,3410700
2011-04-28,73.98999786376953,74.98999786376953,73.98999786376953,74.80999755859375,54.512386322021484,2885200
2011-04-29,74.8499984741211,75.33999633789062,74.62000274658203,74.97000122070312,54.62897491455078,4400000
2011-05-02,75.33999633789062,75.58000183105469,74.5,74.87000274658203,54.556129455566406,2452700
2011-05-03,74.66000366210938,75.23999786376953,74.5,75.08999633789062,54.71642303466797,3481700
2011-05-04,74.97000122070312,75.23999786376953,73.73999786376953,74.25,54.104331970214844,4214700
2011-05-05,73.75,74.93000030517578,73.58000183105469,73.95999908447266,53.89300537109375,5406300
2011-05-06,74.9000015258789,74.94999694824219,74.0,74.0999984741211,53.995025634765625,3976200
2011-05-09,74.01000213623047,74.05999755859375,73.58000183105469,73.69999694824219,53.70355224609375,3403200
2011-05-10,73.86000061035156,74.70999908447266,73.86000061035156,74.37000274658203,54.19178771972656,2871700
2011-05-11,74.5,74.94999694824219,74.22000122070312,74.6500015258789,54.395816802978516,4816300
2011-05-12,74.27999877929688,74.43000030517578,73.69000244140625,74.33999633789062,54.549888610839844,3793500
2011-05-13,74.43000030517578,74.70999908447266,73.79000091552734,74.13999938964844,54.40313720703125,3773000
2011-05-16,74.0,74.30000305175781,73.62999725341797,73.80000305175781,54.153648376464844,3810400
2011-05-17,73.58999633789062,73.73999786376953,73.0199966430664,73.41999816894531,53.87479782104492,4723300
2011-05-18,73.41000366210938,74.05999755859375,72.93000030517578,73.83999633789062,54.18301773071289,3114300
2011-05-19,74.0,74.6500015258789,73.95999908447266,74.30000305175781,54.52055358886719,3354900
2011-05-20,74.06999969482422,74.38999938964844,73.94999694824219,74.05000305175781,54.33709716796875,4704800
2011-05-23,73.37000274658203,73.6500015258789,72.69999694824219,73.5,53.93351364135742,4397400
2011-05-24,73.55000305175781,73.58000183105469,72.70999908447266,72.91000366210938,53.50058364868164,3790300
2011-05-25,72.68000030517578,73.04000091552734,72.58999633789062,72.80000305175781,53.419864654541016,4145200
2011-05-26,72.5999984741211,73.30000305175781,72.29000091552734,72.97000122070312,53.54460906982422,4098800
2011-05-27,73.33999633789062,73.41999816894531,72.73999786376953,72.95999908447266,53.537261962890625,2702200
2011-05-31,73.2699966430664,73.83000183105469,73.13999938964844,73.48999786376953,53.92618942260742,4642000
2011-06-01,73.51000213623047,73.68000030517578,72.26000213623047,72.30000305175781,53.052974700927734,6098900
2011-06-02,72.5999984741211,72.98999786376953,71.87000274658203,72.31999969482422,53.06764221191406,4694800
2011-06-03,71.76000213623047,71.76000213623047,70.83999633789062,71.1500015258789,52.2091178894043,5370200
2011-06-06,70.94000244140625,71.16999816894531,70.12000274658203,70.36000061035156,51.629417419433594,3988800
2011-06-07,70.3499984741211,70.54000091552734,69.69000244140625,69.75,51.181800842285156,4596400
2011-06-08,69.45999908447266,69.80999755859375,69.0199966430664,69.26000213623047,50.82225799560547,4896600
2011-06-09,69.55999755859375,69.70999908447266,69.25,69.29000091552734,50.84425354003906,4299600
2011-06-10,69.05000305175781,69.29000091552734,68.12999725341797,68.5,50.26457977294922,4866900
2011-06-13,68.41999816894531,68.87999725341797,68.2699966430664,68.45999908447266,50.23521041870117,4534800
2011-06-14,69.23999786376953,69.58999633789062,68.80000305175781,69.20999908447266,50.78554916381836,4270600
2011-06-15,68.79000091552734,69.30000305175781,68.4800033569336,69.11000061035156,50.71219253540039,5497300
2011-06-16,69.01000213623047,69.58000183105469,68.62000274658203,69.05000305175781,50.66817092895508,4450200
2011-06-17,69.63999938964844,69.83000183105469,69.16999816894531,69.16999816894531,50.75620651245117,5584200
2011-06-20,68.94999694824219,69.7699966430664,68.80000305175781,69.30000305175781,50.851600646972656,3058400
2011-06-21,69.77999877929688,70.87000274658203,69.69999694824219,70.6500015258789,51.84222412109375,4478600
2011-06-22,71.18000030517578,71.75,71.08000183105469,71.11000061035156,52.17974853515625,5037100
2011-06-23,70.19000244140625,71.52999877929688,70.11000061035156,71.31999969482422,52.33383560180664,5557400
2011-06-24,71.25,71.48999786376953,70.51000213623047,71.12000274658203,52.18708801269531,4743900
2011-06-27,71.1500015258789,71.61000061035156,70.86000061035156,71.44000244140625,52.42192459106445,2932700
2011-06-28,71.62000274658203,72.29000091552734,71.47000122070312,72.05000305175781,52.86953353881836,3440200
2011-06-29,72.36000061035156,72.4800033569336,71.55999755859375,71.9800033569336,52.81815719604492,3857200
2011-06-30,72.30000305175781,73.18000030517578,72.16000366210938,72.93000030517578,53.515254974365234,4070000
2011-07-01,73.08999633789062,74.12000274658203,72.9000015258789,73.95999908447266,54.27104568481445,3674300
2011-07-05,74.0,74.0,73.36000061035156,73.77999877929688,54.13898468017578,2834400
